year,title,performer,weeks_on_chart,loudness,mean_active_notes,change_frequency,unique_chords,weighted_std,dynamic_range
1962,Tuff,Ace Cannon,15,-14.96286356346627,4.397065428956431,1.166042820781554,6.0,124.7311161180203,701.806103125924
1962,Twistin' The Night Away,Sam Cooke,15,-8.759458209506922,4.82987430575855,1.9438760596316866,6.0,83.34296513830442,621.1123215450192
1962,What Kind Of Fool Am I,Sammy Davis Jr.,15,-15.406492436364095,4.370646766169155,1.369730295888976,8.0,83.36746003742743,547.816621261913
1962,Al Di La',Emilio Pericoli,14,-15.435941452392232,3.9115173674588664,1.2204753199268739,7.0,125.09413158703497,926.5393233643969
1962,All Alone Am I,Brenda Lee,14,-17.311607345037615,3.9406094968107723,1.3681077250177178,8.0,114.26956242427134,801.5195043623148
1962,Breaking Up Is Hard To Do,Neil Sedaka,14,-14.13883273411008,4.560220233998623,1.815209910529938,7.0,106.37662789708817,961.8172017890348
1962,Come On Little Angel,The Belmonts,14,-11.649623094803859,4.165897435897436,1.4687179487179487,8.0,113.56856590642019,956.4449251003475
1962,Dear One,Larry Finnegan,14,-10.839689500815545,4.598912218568176,2.056918795851252,6.0,123.71883072783983,917.8231377691277
1962,Desafinado,Stan Getz/Charlie Byrd,14,-13.620650961099992,4.134006054490413,1.3614530776992937,7.0,130.2563853708523,797.1163175881261
1962,Fortuneteller,Bobby Curtola,14,,,,,,
1962,It Keeps Right On A-Hurtin',Johnny Tillotson,14,-16.16916137302836,4.262954796030871,1.5170893054024255,8.0,89.30689123911486,743.1524676569752
1962,Johnny Get Angry,Joanie Sommers,14,-9.560981546923935,4.469177555726365,1.4847040737893928,8.0,123.77850165621726,851.1113466300385
1962,Let's Dance,Chris Montez,14,-9.489543752565032,4.751195409627032,2.027095951546063,8.0,115.40925381129766,826.9293715473374
1962,Love Letters,Ketty Lester,14,-17.7870777350816,4.313075237399562,1.4314097881665448,7.0,122.82538443672034,907.0835593198544
1962,Lover Please,Clyde McPhatter,14,-11.258301162140883,4.86798482125025,2.111044537647294,6.0,100.6835759078508,866.911707276302
1962,Midnight In Moscow,Kenny Ball and his Jazzmen,14,-12.889377601592061,4.629619989588756,1.6093180635085893,8.0,95.69148001534678,856.8784755977057
1962,Monster Mash,"Bobby ""Boris"" Pickett And The Crypt-Kickers",14,-12.771088100828424,5.015663240332844,2.247185511502692,8.0,100.42328804068929,829.4152153741098
1962,Moon River,Henry Mancini And His Orchestra,14,-14.465435863579218,4.108409893992933,1.3342756183745583,8.0,86.45342310956077,791.968638315983
1962,Only Love Can Break A Heart,Gene Pitney,14,-8.46785107834027,3.9907738914899475,1.3800605893693199,8.0,100.14764911604489,869.0448672589597
1962,Patches,Dickey Lee,14,-18.530805688367415,4.184237860296027,1.3902882368216047,8.0,105.4581403141255,798.3308983815876
1962,Rinky Dink,Baby Cortez,14,-13.375795304612495,4.434707446808511,1.5605053191489362,6.0,92.78238876018231,695.3149750909591
1962,Sealed With A Kiss,Brian Hyland,14,-11.65039793920228,4.093422584400465,1.265570430733411,8.0,138.62796331459882,928.1345405260441
1962,She Cried,Jay & The Americans,14,-19.81531354932039,4.526354862657758,1.4491462509279882,8.0,107.64549246816613,769.0653820432831
1962,Sheila,Tommy Roe,14,-9.145265536299261,4.738205861329521,2.09578270192995,6.0,127.37646218913459,904.2457385981483
1962,Sherry,The 4 Seasons,14,-9.317905286504592,4.715092699884125,1.5840092699884125,7.0,149.05532611319236,1113.1664879967261
1962,Shout! Shout! (Knock Yourself Out),Ernie Maresca,14,-12.442775790738922,5.136717302704706,1.99740644683216,8.0,80.23365607116376,603.3830131287673
1962,Slow Twistin',Chubby Checker (with Dee Dee Sharp),14,,,,,,
1962,Smoky Places,"The Corsairs Featuring Jay ""Bird"" Uzzell",14,,,,,,
1962,Soldier Boy,The Shirelles,14,-16.316470823553498,4.356065943356348,1.3910102860363533,7.0,126.81825375343858,861.8082759788358
1962,Tell Me,Dick and DeeDee,14,-12.903581146800091,4.266043723554302,1.5008815232722144,8.0,99.59694868562526,690.0461385474518
1962,The Twist,Chubby Checker,14,-6.984276782026132,5.116499112950916,1.9231224127735067,5.0,113.71657307988153,829.5392015455233
1962,The Wah Watusi,The Orlons,14,-11.249020286083367,4.756673352877642,1.721030705138096,6.0,109.50870083077058,894.5581155226682
1962,The Wanderer,Dion,14,-12.778281780001679,4.707696661007357,1.8619128466327108,6.0,107.89268519473227,903.953091547471
1962,Theme From Dr. Kildare (Three Stars Will Shine Tonight),Richard Chamberlain,14,-12.045776744391567,4.1646632874728455,1.2764663287472846,8.0,112.48640097222996,867.3137123893381
1962,Torture,Kris Jensen,14,-11.343714292230581,4.359734195402299,1.461566091954023,7.0,122.35818127265526,840.008877989724
1962,Twistin' Matilda (and the channel),Jimmy Soul,14,-12.25067267390115,4.724797365754813,2.0493920972644375,7.0,98.48461588155546,818.5550284599863
1962,Where Have All The Flowers Gone,The Kingston Trio,14,-12.194063547597759,4.730559431688444,1.8180895598122542,6.0,67.13779602156235,790.324711150596
1962,(Dance With The) Guitar Man,Duane Eddy and the Rebelettes,13,,,,,,
1962,(The Man Who Shot) Liberty Valance,Gene Pitney,13,-10.530342484519114,4.4113633381446,1.8134103136071382,8.0,144.3125333210211,971.0988235334999
1962,Break It To Me Gently,Brenda Lee,13,-15.286288911117373,4.088611403640741,1.4096584925530316,8.0,101.54769675452279,1019.317730082489
1962,Cindy's Birthday,Johnny Crawford,13,-12.212538366980402,4.417910447761194,1.5106744757226525,7.0,94.87590622693858,755.8229317867527
1962,Close To Cathy,Mike Clifford,13,-11.317124288127518,3.6353051391862956,1.0481798715203425,7.0,131.0943884321953,855.8455751721341
1962,Cotton Fields,The Highwaymen,13,-12.905654456386328,4.5372085048010975,1.468792866941015,5.0,124.5742903435867,841.401321522852
1962,Crying In The Rain,The Everly Brothers,13,-9.413054850818126,4.485852713178295,1.466279069767442,6.0,132.55167590526887,924.4528963066141
1962,Dear Lady Twist,Gary U.S. Bonds,13,-14.035387057742215,4.709872507355345,1.990192873488068,6.0,72.75294724145806,730.997692035818
1962,Don't Break The Heart That Loves You,Connie Francis,13,-13.365756269052296,4.24993627326026,1.349987254652052,7.0,92.19052339672352,906.0940307148103
1962,Good Luck Charm,Elvis Presley With The Jordanaires,13,,,,,,
1962,"Hide & Go Seek, Part I",Bunker Hill,13,,,,,,
1962,I Need Your Loving,Don Gardner And Dee Dee Ford,13,,,,,,
1962,Jamie,Eddie Holland,13,-9.90151964154815,4.624451308730288,1.8071858234433424,7.0,104.96419780052038,896.1666137962003
1962,Limbo Rock,The Champs,13,-15.653888831758477,4.666002535772505,1.617460604962869,6.0,159.1172560028075,897.4200711165398
1962,Percolator (Twist),Billy Joe & The Checkmates,13,-15.817244044965461,4.3518583450210375,1.4372370266479664,7.0,112.86189932219203,714.0754719025493
1962,Popeye (The Hitchhiker),Chubby Checker,13,-9.17739327745554,4.683781706379708,1.7337432744043044,7.0,109.50998776061522,838.3827477570021
1962,She's Got You,Patsy Cline,13,-18.031067743711436,3.9974466998595686,1.1709434444018894,7.0,129.85258980446778,1141.1274175694223
1962,So This Is Love,The Castells,13,-13.381873249518444,4.2817324185248715,1.5507432818753573,8.0,89.93182131313273,731.5706267962363
1962,Soul Twist,King Curtis And The Noble Knights,13,,,,,,
1962,Speedy Gonzales,Pat Boone,13,-8.87149137507448,4.42872292076958,1.8079078927435237,7.0,111.9194861181496,871.0984229613779
1962,Stormy Monday Blues,Bobby Bland,13,-13.036284943043743,4.498413291021094,1.1334702258726899,6.0,135.39101655632518,892.6373229211276
1962,Uptown,The Crystals,13,-10.489787516040492,4.678293932881468,1.6842453298065796,8.0,114.73493603545371,959.3940940314455
1962,Venus In Blue Jeans,Jimmy Clanton,13,-13.218753939988718,4.340967797485793,1.4365421043568107,8.0,80.97642060505318,586.1861432739533
1962,Walk On The Wild Side (Part 1),Jimmy Smith And The Big Band,13,,,,,,
1962,What's Your Name,Don & Juan,13,-11.01619743003633,4.27842866988284,1.339765678842178,8.0,87.4105278839462,788.3415788757289
1962,You Belong To Me,The Duprees,13,-14.83408592486509,4.161338390680032,1.2099701977783799,8.0,95.30720898449646,654.6070340517099
1962,You'll Lose A Good Thing,Barbara Lynn,13,-18.624989901420477,4.698192382182053,1.4528728211749515,5.0,105.45013270774865,684.6225148080798
1962,Young World,Rick Nelson,13,-13.374142327326076,4.623035826524198,1.5524827152734129,8.0,108.82507803093706,1110.948097204568
1962,A Little Bitty Tear,Burl Ives,12,-15.048684892222697,4.4022542498152255,1.7520325203252032,7.0,93.5150442911294,909.9365238992305
1962,A Swingin' Safari,Billy Vaughn And His Orchestra,12,-17.85343201295563,4.418285912560722,1.5348716169326857,7.0,108.65915665455402,833.0062881277314
1962,Any Day Now (My Wild Beautiful Bird),Chuck Jackson,12,-14.503026734803651,4.449737224644974,1.7200044727720005,6.0,167.81783224950945,962.0950353174338
1962,Baby It's You,The Shirelles,12,-9.880665841246529,4.436799770180983,1.632864119505889,7.0,132.52103624527498,923.957109125278
1962,Caterina,Perry Como,12,-13.164166828817693,4.261573666607991,1.5412779440239395,8.0,134.74470732939866,1030.9332679212955
1962,Don't Hang Up,The Orlons,12,-11.600605083512752,4.867241670894639,1.9157787924911212,5.0,89.23164213192668,947.1040572557331
1962,Don't Play That Song (You Lied),Ben E. King,12,-8.647589527861742,4.329817065028709,1.5534784350380557,8.0,140.99848876728262,808.995448935409
1962,Dream Baby (How Long Must I Dream),Roy Orbison,12,-12.68543039942473,5.029141404263641,1.957559162918052,7.0,101.75251426414378,723.1988198347359
1963,Days Of Wine And Roses,Henry Mancini And His Orchestra,18,-13.332241084997005,4.444363237712406,1.4222547049150374,8.0,96.26964402923358,849.9519272649103
1963,Mockingbird,Inez Foxx with Charlie Foxx,18,,,,,,
1963,Denise,Randy & The Rainbows,17,-12.875243570571978,4.831322918726518,2.0316393118449674,7.0,100.28810039587263,713.5974401858824
1963,Surfin' U.S.A.,The Beach Boys,17,-13.838369009872295,5.276989713048186,1.946074715755279,6.0,96.68005194138631,922.2778503666872
1963,The End Of The World,Skeeter Davis,17,-12.957360061800488,4.068720379146919,1.1270734597156398,8.0,122.35671879350105,760.2183317047071
1963,Come And Get These Memories,Martha & The Vandellas,16,-15.856852186565936,4.827695728124504,1.9072574241702398,7.0,55.810642001208116,621.3583842159073
1963,I Love You Because,Al Martino,16,-13.927513981120944,4.0403237462060995,1.3458592282121693,8.0,100.90772468239062,754.120442306746
1963,I Wanna Be Around,Tony Bennett,16,-17.047550392056902,4.302321428571428,1.5275,8.0,148.4867396803971,1121.3155343852734
1963,Pipeline,Chantay's,16,-14.950918169914663,4.504522078382692,1.579003369391736,7.0,98.19810141746213,551.8421021783619
1963,Rhythm Of The Rain,The Cascades,16,-12.7982825274271,4.421867881548975,1.446317388003037,6.0,137.63727184664643,877.8885027462212
1963,Wild Weekend,The Rebels,16,-12.139471183891906,4.44226505202115,1.703564727954972,5.0,79.0258689273298,1070.8260712231854
1963,Wipe Out,The Surfaris,16,-13.799419623435218,4.960118943501836,2.3288437991953823,2.0,77.73895037789727,494.40557497983883
1963,Blame It On The Bossa Nova,Eydie Gorme,15,-10.132105214026101,4.161451035341741,1.4846644869998442,7.0,122.17473710824724,794.6102823580003
1963,Blowin' In The Wind,"Peter, Paul & Mary",15,-16.37312574431267,4.321946169772256,1.279503105590062,7.0,166.55738991661033,1137.75208489867
1963,Blue Velvet,Bobby Vinton,15,-14.135275551458037,4.108411993337035,1.1793448084397558,8.0,109.32290281804272,811.9729443259774
1963,Can't Get Used To Losing You,Andy Williams,15,-14.746671966118248,4.392320261437908,1.5526143790849674,8.0,125.26367601056408,863.1850196092932
1963,Deep Purple,Nino Tempo & April Stevens,15,-13.947874373040028,4.703719599427754,1.3430615164520745,6.0,96.51137317170797,725.3122518311125
1963,Fingertips - Pt 2,Little Stevie Wonder,15,-9.710415497847528,4.363588872926734,1.643202298550346,8.0,70.99540334292148,1084.6956989347411
1963,He's So Fine,The Chiffons,15,-17.3391043660914,4.957983193277311,1.7525210084033613,8.0,86.08416724649926,925.3494911809129
1963,More,Kai Winding & Orchestra,15,,,,,,
1963,So Much In Love,The Tymes,15,-16.234256435609797,4.53656914893617,1.438996010638298,7.0,111.60941435317302,741.3811358557242
1963,Still,Bill Anderson,15,-17.166957641612317,4.50403113705866,1.4601056435918822,7.0,138.1618488787952,1125.537462395217
1963,Sugar Shack,Jimmy Gilmer And The Fireballs,15,-14.114633675265695,5.0680529300567105,2.1901701323251417,8.0,113.32072490137438,848.6773852239488
1963,The Monkey Time,Major Lance,15,-9.683156384923114,4.763867325335215,1.9582215949188426,7.0,66.54430326717026,649.3938328249221
1963,Two Faces Have I,Lou Christie,15,-7.688600034991638,4.751406211787724,1.652237710931768,6.0,90.50282614607858,812.3757537071633
1963,Abilene,George Hamilton IV,14,-9.56883584042987,4.602559607293127,1.638148667601683,6.0,113.82124737829365,747.8311601038255
1963,Cast Your Fate To The Wind,Vince Guaraldi Trio,14,-17.034305330027678,4.488394820425116,0.9435621793305644,7.0,182.08755254046264,850.9972590644555
1963,Cry Baby,Garnet Mimms & The Enchanters,14,-12.147731679859955,4.213861386138614,1.542970297029703,6.0,85.5959696590581,927.2267100108451
1963,Foolish Little Girl,The Shirelles,14,-15.599251389294087,4.158263544693215,1.4230046145957955,7.0,108.31331889415499,937.3291245026284
1963,Heat Wave,Martha & The Vandellas,14,-10.064651906485707,4.684905931351429,2.001292546316243,6.0,109.29495814200475,724.5055788796794
1963,Hello Stranger,Barbara Lewis,14,-14.848671047360495,4.621684640046634,1.6534538035558146,8.0,110.07342177228105,734.7920250609551
1963,Hey Paula,Paul and Paula,14,-9.987642833089634,4.227361759831249,1.3952086786198583,7.0,117.09626210078659,1117.8672094386698
1963,I Will Follow Him,Little Peggy March,14,-11.438877020965645,4.236784140969163,1.5106985525487728,5.0,109.78040236228152,858.1328548811372
1963,If I Had A Hammer,Trini Lopez,14,-13.3465516277903,4.836578400830737,2.0109034267912773,8.0,86.38467588984207,618.8774035560293
1963,If You Wanna Be Happy,Jimmy Soul,14,-16.11603494862973,4.669047232592112,2.059081317967862,8.0,105.60475765096989,1020.4151997034411
1963,It's All Right,The Impressions,14,-16.051462633869313,4.670731707317073,1.7713086808287437,8.0,150.19462868742676,806.8738376468156
1963,Just One Look,Doris Troy,14,-8.809113547345829,4.556962025316456,1.7848101265822784,7.0,122.64413495841627,843.8089405158412
1963,Mama Didn't Lie,Jan Bradley,14,-9.094140397600517,4.507979234762546,1.8792539896173812,6.0,114.67186834943459,726.6540242698771
1963,Maria Elena,Los Indios Tabajaras,14,-17.714812488612903,4.061282719265599,1.0610346110904354,7.0,100.96481315888805,583.8705537905709
1963,My Boyfriend's Back,The Angels,14,-18.85523831496875,4.860648396919219,1.954325631380978,7.0,58.81082679632417,756.4882267227471
1963,Our Winter Love,Bill Pursell,14,-15.156864074866077,4.375802016498625,0.8660250534677666,7.0,130.6131321693206,736.2598374070467
1963,Pride And Joy,Marvin Gaye,14,-11.419433957539159,4.801201529219006,1.9894411068632805,7.0,107.89375692990977,786.7836167053498
1963,Puff (The Magic Dragon),"Peter, Paul & Mary",14,-18.8709791692684,4.587208008898776,1.27853170189099,7.0,136.32733048715826,923.1624702849213
1963,She's A Fool,Lesley Gore,14,-10.45620737069605,4.188827413885418,1.586650008923791,7.0,105.98848975942128,847.1961365002908
1963,Sukiyaki,Kyu Sakamoto,14,-13.397901170763543,4.160299530397259,1.2856961543343064,7.0,91.7582801564245,873.7082348844161
1963,Surfer Girl,The Beach Boys,14,-16.862852128514685,4.11012599160056,1.294135946492456,8.0,120.87425483324267,934.5867266406298
1963,Washington Square,The Village Stompers,14,-15.129617927595104,4.050389242745931,1.3585279547062987,8.0,111.9387932201697,1047.3440244416702
1963,You Can't Sit Down,The Dovells,14,-10.050191929235252,5.010324729392173,2.2874271440466276,7.0,92.8298480769234,931.6480007948597
1963,You're The Reason I'm Living,Bobby Darin,14,-14.217825525586465,4.114485981308412,1.2928348909657321,6.0,113.72081580119605,753.3539520643716
1963,(Down At) Papa Joe's,The Dixiebelles,13,-10.043359047761328,4.894934052757794,1.9307553956834533,6.0,118.9068015359431,870.5331779249682
1963,Be My Baby,The Ronettes,13,-6.965681202738897,4.948814149805708,1.890526597882889,7.0,93.22766281641645,865.2193343977274
1963,Blue On Blue,Bobby Vinton,13,-16.735983978836067,4.056492549533322,1.4141149500573114,7.0,79.36348125284401,696.2278446616206
1963,Candy Girl,The 4 Seasons,13,-9.115937351223378,4.640999265246142,1.6052902277736958,6.0,136.57320882576656,755.053216564426
1963,Da Doo Ron Ron (When He Walked Me Home),The Crystals,13,-9.939989387587564,4.628937173656729,1.9514906518443658,6.0,94.73434334465112,677.2126891065632
1963,Don't Say Nothin' Bad (About My Baby),The Cookies,13,-10.498953931686259,4.36058495821727,1.5158774373259052,6.0,114.60682992763458,941.8296551457461
1963,Down The Aisle (Wedding Song),Patti LaBelle And The Blue Belles,13,,,,,,
1963,Easier Said Than Done,The Essex,13,-14.752183979690964,4.7795174065205375,1.871799594768834,8.0,151.01472072015545,944.2571026803953
1963,Fools Rush In,Rick Nelson,13,-11.487756480647146,4.621115173674589,1.5167580743449116,6.0,100.21954655380779,802.190765125677
1963,I Can't Stay Mad At You,Skeeter Davis,13,-13.478812583789006,4.46180118641021,1.6376056084846307,5.0,79.0045996404649,632.0277225272073
1963,I'm Leaving It Up To You,Dale & Grace,13,-15.18978634802962,4.354144241119483,1.4259059921062074,7.0,104.77642741550618,791.9717034705703
1963,In Dreams,Roy Orbison,13,-10.214856546180501,4.446726924130375,1.592577376061353,8.0,93.08424329966466,736.3458546819361
1963,It's My Party,Lesley Gore,13,-18.552384758474364,4.707506471095773,1.9164797238999136,7.0,88.96255644523285,911.9336151512011
1963,Killer Joe,The Rocky Fellers,13,-13.414036317247016,5.074467374607627,2.0527616376143727,8.0,153.0121046968292,1033.595507470173
1963,Linda,Jan & Dean,13,-17.896948901233657,4.899269670662808,2.0983877635386525,7.0,119.84398839364785,912.2063832447839
1963,Losing You,Brenda Lee,13,-13.98130616329826,3.626616209397666,1.204824976348155,8.0,106.77713324522165,778.912297703424
1963,Martian Hop,The Ran-Dells,13,-10.977030508001553,4.872581488582883,1.9456161757015862,8.0,126.02435298524564,879.369738261254
1963,Mean Woman Blues,Roy Orbison,13,-13.444348569474208,4.882451396935754,2.006823741470323,6.0,100.04587020333422,691.8294432713637
1963,Memphis,Lonnie Mack,13,-13.226058151340233,4.8780526735834,2.015323224261772,7.0,108.6517227846905,629.4909166240037
1963,Mr. Bass Man,Johnny Cymbal,13,-15.997071671355016,4.547787610619469,2.1684365781710913,6.0,134.13316553853318,798.1037446749054
1963,Our Day Will Come,Ruby And The Romantics,13,-10.67240761944325,4.222355588897225,1.51807951987997,7.0,114.29024160470026,878.146816899586
1963,Part Time Love,Little Johnny Taylor,13,-12.813508792997778,4.8356749204377865,2.067220367926725,8.0,123.11442053687256,975.7657759304333
1963,Ring Of Fire,Johnny Cash,13,-4.095100529051891,4.525466184247147,1.8750347898691901,8.0,80.17769486739813,593.7967169420632
1963,Ruby Baby,Dion,13,-13.92674141114538,4.560574644549763,1.6860189573459716,7.0,118.54234598911732,853.4086308704929
1963,Shut Down,The Beach Boys,13,-13.838369009872295,5.276989713048186,1.946074715755279,6.0,96.68005194138631,922.2778503666872
1963,South Street,The Orlons,13,-10.47413771483114,4.987001580888811,2.242402950992447,8.0,117.75421264024685,945.1604626783737
1963,Surf City,Jan & Dean,13,-9.924373348966535,4.793070866141733,2.0828346456692914,8.0,98.36466814735833,856.7786832461688
1963,"That Sunday, That Summer",Nat King Cole,13,-12.980218028573558,4.4744543348372146,1.88050237775881,7.0,117.28338390703152,787.7731463550572
1963,The Gypsy Cried,Lou Christie,13,-10.041477718657625,4.17416440831075,1.4977416440831075,8.0,155.3915455954727,957.0754582873261
1963,Walk Like A Man,The 4 Seasons,13,-7.800566268205283,4.677896886166412,1.8029606942317509,6.0,121.27201949890436,660.8508561465753
1963,Walk Right In,The Rooftop Singers,13,-12.837343076614355,4.802323871157523,1.9335196352404764,5.0,121.09440296871712,917.6752526544107
1963,Walking The Dog,Rufus Thomas,13,-14.395964790533263,4.747088961341406,1.7425865548827821,6.0,124.35957316420404,845.1330615490548
1963,All I Have To Do Is Dream,Richard Chamberlain,12,-15.155925900723084,4.253545006165228,1.4272503082614056,6.0,100.0089287856678,683.9291124700636
1963,Baby Workout,Jackie Wilson,12,-11.082865744616461,5.001187178472497,2.225827727212769,6.0,84.25775251123817,657.0221924067383
1963,Busted,Ray Charles and his Orchestra,12,,,,,,
1963,Call On Me,Bobby Bland,12,-10.391410937779508,4.5402786190187765,1.7013930950938825,6.0,141.7213433746956,956.4110806783023
1963,Danke Schoen,Wayne Newton And The Newton Brothers,12,,,,,,
1963,Days Of Wine And Roses,Andy Williams,12,-14.300375933787395,3.7576017130620984,1.009707351891506,8.0,92.71392629495261,712.3008729754071
1963,Detroit City,Bobby Bare,12,-17.34814440764177,4.555957494912955,1.4240334614515036,8.0,121.245290840356,721.945268352171
1963,Everybody,Tommy Roe,12,-13.315609336317776,4.638894258650686,1.6501063212835878,4.0,126.6661774806019,816.5696254587846
1963,Fly Me To The Moon - Bossa Nova,Joe Harnell And His Orchestra,12,,,,,,
1963,From A Jack To A King,Ned Miller,12,-16.417855857739667,4.272909455274185,1.589360539260339,8.0,104.64923554757432,765.9935014382519
1963,"Green, Green",The New Christy Minstrels,12,-16.370003630970956,4.90722957057438,2.0398622938938216,6.0,93.25225263139633,695.7900528450033
1963,"Hey, Girl",Freddie Scott,12,-15.180618790763955,4.228332119446468,1.3224083515416363,8.0,115.35401708131242,845.3371569399947
1963,Hitch Hike,Marvin Gaye,12,-11.013737852604047,4.894065867354682,2.3023220519046896,6.0,93.88555475296597,632.1414206173441
1963,I (Who Have Nothing),Ben E. King,12,-21.545971176260267,4.174416733708769,1.3261464199517297,7.0,135.14910709348067,889.8208759954764
1963,Little Band Of Gold,James Gilreath,12,-13.32663899146761,4.766058037169873,1.926964460384741,7.0,91.12766419604122,905.6302936821663
1963,Little Town Flirt,Del Shannon,12,-9.200946665793655,4.451077943615257,1.592039800995025,7.0,93.04063193455856,753.5059139936383
1963,Mickey's Monkey,The Miracles,12,-9.980773242908457,5.254738015607581,2.4345039018952064,5.0,102.81480163460678,976.4842328337355
1963,"Painted, Tainted Rose",Al Martino,12,-11.732027880735062,4.321739130434783,1.394109396914446,8.0,81.3801305398688,611.6383478953178
1963,Rainbow,Gene Chandler,12,-10.493433839589235,4.319769357495882,1.4771004942339374,7.0,122.84219687566952,941.3391669584457
1964,"Hello, Dolly!",Louis Armstrong And The All Stars,22,-13.78742452999989,4.546139057994233,1.8455623197693047,7.0,114.35285201708025,746.7388014220259
1964,People,Barbra Streisand,19,-11.290354607267071,3.779652082235108,1.1283078545071166,8.0,119.97651460252199,820.6051505219915
1964,We'll Sing In The Sunshine,Gale Garnett,17,-12.970346648525483,4.182998819362456,1.2543617998163452,6.0,126.9058049755028,818.0446634132087
1964,It Hurts To Be In Love,Gene Pitney,16,-12.083597553662578,4.668110784465418,1.967507349528083,6.0,126.18804839457694,756.1390543258022
1964,Java,Al (He's the King) Hirt,16,,,,,,
1964,Come A Little Bit Closer,Jay & The Americans,15,-15.744440550603517,4.561883899233297,1.820646221248631,8.0,123.38746530963554,883.2744235336903
1964,Everybody Loves Somebody,Dean Martin,15,-12.954878910827535,4.29806753855163,1.4042553191489362,7.0,76.34062827356206,821.9831252608906
1964,I Get Around,The Beach Boys,15,-13.351296643723852,4.76678445229682,1.834982332155477,6.0,72.51509578740642,878.5791502952611
1964,I Want To Hold Your Hand,The Beatles,15,-9.93981032805772,4.662606770009491,1.677317304650427,7.0,104.60345148013914,1004.0254523926947
1964,Last Kiss,J. Frank Wilson and The Cavaliers,15,-18.542314860291757,4.63650998068255,1.5785576303927882,6.0,146.34773380759162,797.8240436813386
1964,Little Children,Billy J. Kramer With The Dakotas,15,,,,,,
1964,Love Me With All Your Heart (Cuando Calienta El Sol),The Ray Charles Singers,15,-11.473749682018997,4.475732979956932,1.6909060791783999,8.0,86.24191987422306,928.9881183015117
1964,My Guy,Mary Wells,15,-11.096664120586503,4.772080165860401,1.9416724257083622,8.0,114.53286825386004,788.134382831039
1964,"Oh, Pretty Woman",Roy Orbison And The Candy Men,15,-15.683313615545881,5.0757706005157806,2.064840967702321,5.0,110.03318594769934,842.0162145320674
1964,She Loves You,The Beatles,15,-8.98146821180024,4.795639440286365,1.8978197201431826,8.0,109.06865943897945,871.07041485318
1964,Suspicion,Terry Stafford,15,-11.279211189212416,4.791203842689883,1.7709396577604324,6.0,96.62227802713778,807.8208578450188
1964,A Summer Song,Chad & Jeremy,14,-18.514750709679983,4.488614085356658,1.4503091539737596,8.0,156.94546098473515,839.2546727922698
1964,Dancing In The Street,Martha & The Vandellas,14,-7.25325793919293,5.106680103656781,2.1526058162971493,8.0,108.17972274462812,832.5831665633992
1964,Dead Man's Curve,Jan & Dean,14,-14.814661026277554,4.808029313366258,1.667994264776167,5.0,122.30895465323074,767.8508764293697
1964,Don't Let The Rain Come Down (Crooked Little Man),The Serendipity Singers,14,,,,,,
1964,Glad All Over,The Dave Clark Five,14,-8.5221870685327,4.696392785571143,1.8917835671342684,7.0,79.54097976357407,753.4802356897259
1964,Love Me Do,The Beatles,14,-11.589054888991244,4.462769431743959,1.6691704768125408,7.0,133.47244612947406,861.5688497177852
1964,Under The Boardwalk,The Drifters,14,-7.753097547534451,4.563804116394606,1.727750177430802,7.0,106.83299272679437,938.1226932043695
1964,Where Did Our Love Go,The Supremes,14,-9.907144089806417,4.56804465902233,1.6732045866022933,8.0,108.15091874942006,937.6738716891174
1964,White On White,Danny Williams,14,-11.285088797435447,4.063070539419087,1.4370124481327802,8.0,103.0317904353014,829.4952116968411
1964,You Really Got Me,The Kinks,14,-8.602899473178718,4.9222376169033595,2.0779355732594387,6.0,114.46243104666252,929.8099056517985
1964,A Hard Day's Night,The Beatles,13,-10.37031614394871,4.855749024317022,1.838186730711498,6.0,112.06437629262432,995.5847083283502
1964,Baby Love,The Supremes,13,-5.954342177052514,4.427487728692548,1.6567008775844116,8.0,94.6574375993372,949.0737323411272
1964,Chapel Of Love,The Dixie Cups,13,-15.188597295020777,4.42779068178713,1.499658423281869,8.0,137.0834794801133,1139.4792389136962
1964,Chug-A-Lug,Roger Miller,13,-12.824147032430734,4.483389324374767,1.8977230309817097,8.0,94.1694696115536,809.5737144461958
1964,Dawn (Go Away),The 4 Seasons,13,-15.217062404890893,4.577327003308876,1.6719896417781615,8.0,81.6583321538484,935.925602486005
1964,Diane,The Bachelors,13,-13.992333237698878,4.350534351145038,1.4987786259541984,8.0,117.46773326882912,916.389887177972
1964,Do Wah Diddy Diddy,Manfred Mann,13,-11.818372950307415,4.787789748612472,1.9572314724126674,6.0,125.74888898595584,862.4158682616412
1964,G.T.O.,Ronny And The Daytonas,13,,,,,,
1964,Have I The Right?,The Honeycombs,13,-16.216724369703584,4.757772957339117,1.9399855386840203,7.0,98.23461247506839,899.010340372913
1964,Keep On Pushing,The Impressions,13,-8.964644800230737,4.717813582291823,1.5464538473121519,6.0,116.61979084834961,900.0451562128187
1964,Let It Be Me,Betty Everett & Jerry Butler,13,-13.392870886645355,4.327986212382341,1.4169428609306642,8.0,138.14094535526297,856.2066167360435
1964,Look Homeward Angel,The Monarchs,13,,,,,,
1964,Not Fade Away,The Rolling Stones,13,-13.72506138868234,5.334555651423641,2.467644521138913,4.0,91.62589978678669,812.0222168920508
1964,Please Please Me,The Beatles,13,-9.719258561716195,4.434200459066565,1.5508798775822494,7.0,93.93640622325229,857.7624525524292
